plane_id,groupID,Icon,plane_name,quality,level,speedup,speed,max_speed,dashspeed,life,liferesume,lifeconsume,attack,attackspeed,attackdistance,position_number,max_position,position_demon,skill1id,skill2id,skill3id,skill4id,levelup_money,levelup_diamond,can_upgrade,upgrade_plane_id,upgrade_money,upgrade_diamond,type_name,key_name,class_name,weapon_caption,weapon_type,weapon_name,propAxis,side_speed,select_sound,engine_sound,is_auto_attack,desc
10101021,10101001,GeeBee,²¨Â³¿Ë,1,21,50,0,624.73,674.73,61,0,0,59,0,250,3,5,100,-1,-1,-1,-1,170,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_21,Sound_Engine_Prop21,0,ÄãÃÃ
10101022,10101001,GeeBee,²¨Â³¿Ë,1,22,50,0,624.73,674.73,61,0,0,61,0,250,3,5,100,-1,-1,-1,-1,200,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_22,Sound_Engine_Prop22,0,ÄãÃÃ
10101023,10101001,GeeBee,²¨Â³¿Ë,1,23,50,0,626.95,676.95,61,0,0,61,0,250,3,5,100,-1,-1,-1,-1,200,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_23,Sound_Engine_Prop23,0,ÄãÃÃ
10101024,10101001,GeeBee,²¨Â³¿Ë,1,24,50,0,626.95,676.95,62,0,0,61,0,250,3,5,100,-1,-1,-1,-1,200,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_24,Sound_Engine_Prop24,0,ÄãÃÃ
10101025,10101001,GeeBee,²¨Â³¿Ë,1,25,50,0,626.95,676.95,62,0,0,62,0,250,3,5,100,-1,-1,-1,-1,220,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_25,Sound_Engine_Prop25,0,ÄãÃÃ
10101026,10101001,GeeBee,²¨Â³¿Ë,1,26,50,0,629.17,679.17,62,0,0,62,0,250,3,5,100,-1,-1,-1,-1,220,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_26,Sound_Engine_Prop26,0,ÄãÃÃ
10101027,10101001,GeeBee,²¨Â³¿Ë,1,27,50,0,629.17,679.17,63,0,0,62,0,250,3,5,100,-1,-1,-1,-1,220,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_27,Sound_Engine_Prop27,0,ÄãÃÃ
10101028,10101001,GeeBee,²¨Â³¿Ë,1,28,50,0,629.17,679.17,63,0,0,63,0,250,3,5,100,-1,-1,-1,-1,250,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_28,Sound_Engine_Prop28,0,ÄãÃÃ
10101029,10101001,GeeBee,²¨Â³¿Ë,1,29,50,0,631.38,681.38,63,0,0,63,0,250,3,5,100,-1,-1,-1,-1,250,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_29,Sound_Engine_Prop29,0,ÄãÃÃ
10101030,10101001,GeeBee,²¨Â³¿Ë,1,30,50,0,631.38,681.38,65,0,0,63,0,250,3,5,100,-1,-1,-1,-1,250,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_30,Sound_Engine_Prop30,0,ÄãÃÃ
10101031,10101001,GeeBee,²¨Â³¿Ë,1,31,50,0,631.38,681.38,65,0,0,65,0,250,3,5,100,-1,-1,-1,-1,270,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_31,Sound_Engine_Prop31,0,ÄãÃÃ
10101032,10101001,GeeBee,²¨Â³¿Ë,1,32,50,0,633.6,683.6,65,0,0,65,0,250,3,5,100,-1,-1,-1,-1,270,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_32,Sound_Engine_Prop32,0,ÄãÃÃ
10101033,10101001,GeeBee,²¨Â³¿Ë,1,33,50,0,633.6,683.6,66,0,0,65,0,250,3,5,100,-1,-1,-1,-1,270,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_33,Sound_Engine_Prop33,0,ÄãÃÃ
10101034,10101001,GeeBee,²¨Â³¿Ë,1,34,50,0,633.6,683.6,66,0,0,66,0,250,3,5,100,-1,-1,-1,-1,300,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_34,Sound_Engine_Prop34,0,ÄãÃÃ
10101035,10101001,GeeBee,²¨Â³¿Ë,1,35,50,0,635.82,685.82,66,0,0,66,0,250,3,5,100,-1,-1,-1,-1,300,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_35,Sound_Engine_Prop35,0,ÄãÃÃ
10101036,10101001,GeeBee,²¨Â³¿Ë,1,36,50,0,635.82,685.82,67,0,0,66,0,250,3,5,100,-1,-1,-1,-1,300,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_36,Sound_Engine_Prop36,0,ÄãÃÃ
10101037,10101001,GeeBee,²¨Â³¿Ë,1,37,50,0,635.82,685.82,67,0,0,67,0,250,3,5,100,-1,-1,-1,-1,320,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_37,Sound_Engine_Prop37,0,ÄãÃÃ
10101038,10101001,GeeBee,²¨Â³¿Ë,1,38,50,0,638.03,688.03,67,0,0,67,0,250,3,5,100,-1,-1,-1,-1,320,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_38,Sound_Engine_Prop38,0,ÄãÃÃ
10101039,10101001,GeeBee,²¨Â³¿Ë,1,39,50,0,638.03,688.03,68,0,0,67,0,250,3,5,100,-1,-1,-1,-1,320,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_39,Sound_Engine_Prop39,0,ÄãÃÃ
10101040,10101001,GeeBee,²¨Â³¿Ë,1,40,50,0,638.03,688.03,68,0,0,68,0,250,3,5,100,-1,-1,-1,-1,350,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_40,Sound_Engine_Prop40,0,ÄãÃÃ
10101041,10101001,GeeBee,²¨Â³¿Ë,1,41,50,0,640.25,690.25,68,0,0,68,0,250,3,5,100,-1,-1,-1,-1,350,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_41,Sound_Engine_Prop41,0,ÄãÃÃ
10101042,10101001,GeeBee,²¨Â³¿Ë,1,42,50,0,640.25,690.25,70,0,0,68,0,250,3,5,100,-1,-1,-1,-1,350,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_42,Sound_Engine_Prop42,0,ÄãÃÃ
10101043,10101001,GeeBee,²¨Â³¿Ë,1,43,50,0,640.25,690.25,70,0,0,70,0,250,3,5,100,-1,-1,-1,-1,370,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_43,Sound_Engine_Prop43,0,ÄãÃÃ
10101044,10101001,GeeBee,²¨Â³¿Ë,1,44,50,0,642.47,692.47,70,0,0,70,0,250,3,5,100,-1,-1,-1,-1,370,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_44,Sound_Engine_Prop44,0,ÄãÃÃ
10101045,10101001,GeeBee,²¨Â³¿Ë,1,45,50,0,642.47,692.47,71,0,0,70,0,250,3,5,100,-1,-1,-1,-1,370,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_45,Sound_Engine_Prop45,0,ÄãÃÃ
10101046,10101001,GeeBee,²¨Â³¿Ë,1,46,50,0,642.47,692.47,71,0,0,71,0,250,3,5,100,-1,-1,-1,-1,400,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_46,Sound_Engine_Prop46,0,ÄãÃÃ
10101047,10101001,GeeBee,²¨Â³¿Ë,1,47,50,0,644.68,694.68,71,0,0,71,0,250,3,5,100,-1,-1,-1,-1,400,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_47,Sound_Engine_Prop47,0,ÄãÃÃ
10101048,10101001,GeeBee,²¨Â³¿Ë,1,48,50,0,644.68,694.68,72,0,0,71,0,250,3,5,100,-1,-1,-1,-1,400,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_48,Sound_Engine_Prop48,0,ÄãÃÃ
10101049,10101001,GeeBee,²¨Â³¿Ë,1,49,50,0,644.68,694.68,72,0,0,72,0,250,3,5,100,-1,-1,-1,-1,420,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_49,Sound_Engine_Prop49,0,ÄãÃÃ
10101050,10101001,GeeBee,²¨Â³¿Ë,1,50,50,0,646.9,696.9,72,0,0,72,0,250,3,5,100,-1,-1,-1,-1,420,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_50,Sound_Engine_Prop50,0,ÄãÃÃ
10101051,10101001,GeeBee,²¨Â³¿Ë,1,51,50,0,646.9,696.9,74,0,0,72,0,250,3,5,100,-1,-1,-1,-1,420,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_51,Sound_Engine_Prop51,0,ÄãÃÃ
10101052,10101001,GeeBee,²¨Â³¿Ë,1,52,50,0,646.9,696.9,74,0,0,74,0,250,3,5,100,-1,-1,-1,-1,450,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_52,Sound_Engine_Prop52,0,ÄãÃÃ
10101053,10101001,GeeBee,²¨Â³¿Ë,1,53,50,0,649.12,699.12,74,0,0,74,0,250,3,5,100,-1,-1,-1,-1,450,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_53,Sound_Engine_Prop53,0,ÄãÃÃ
10101054,10101001,GeeBee,²¨Â³¿Ë,1,54,50,0,649.12,699.12,75,0,0,74,0,250,3,5,100,-1,-1,-1,-1,450,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_54,Sound_Engine_Prop54,0,ÄãÃÃ
10101055,10101001,GeeBee,²¨Â³¿Ë,1,55,50,0,649.12,699.12,75,0,0,75,0,250,3,5,100,-1,-1,-1,-1,470,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_55,Sound_Engine_Prop55,0,ÄãÃÃ
10101056,10101001,GeeBee,²¨Â³¿Ë,1,56,50,0,651.33,701.33,75,0,0,75,0,250,3,5,100,-1,-1,-1,-1,470,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_56,Sound_Engine_Prop56,0,ÄãÃÃ
10101057,10101001,GeeBee,²¨Â³¿Ë,1,57,50,0,651.33,701.33,76,0,0,75,0,250,3,5,100,-1,-1,-1,-1,470,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_57,Sound_Engine_Prop57,0,ÄãÃÃ
10101058,10101001,GeeBee,²¨Â³¿Ë,1,58,50,0,651.33,701.33,76,0,0,76,0,250,3,5,100,-1,-1,-1,-1,-1,-1,1,10102059,40000,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.3,Sound_Select_58,Sound_Engine_Prop58,0,ÄãÃÃ
10102059,10101001,GeeBee,²¨Â³¿Ë,2,59,50,0,686.8,736.8,98,0,0,98,0,250,3,5,100,-1,-1,-1,-1,1000,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_59,Sound_Engine_Prop59,0,ÄãÃÃ
10102060,10101001,GeeBee,²¨Â³¿Ë,2,60,50,0,690.79,740.79,98,0,0,98,0,250,3,5,100,-1,-1,-1,-1,1000,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_60,Sound_Engine_Prop60,0,ÄãÃÃ
10102061,10101001,GeeBee,²¨Â³¿Ë,2,61,50,0,690.79,740.79,100,0,0,98,0,250,3,5,100,-1,-1,-1,-1,1000,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_61,Sound_Engine_Prop61,0,ÄãÃÃ
10102062,10101001,GeeBee,²¨Â³¿Ë,2,62,50,0,690.79,740.79,100,0,0,100,0,250,3,5,100,-1,-1,-1,-1,1050,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_62,Sound_Engine_Prop62,0,ÄãÃÃ
10102063,10101001,GeeBee,²¨Â³¿Ë,2,63,50,0,694.78,744.78,100,0,0,100,0,250,3,5,100,-1,-1,-1,-1,1050,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_63,Sound_Engine_Prop63,0,ÄãÃÃ
10102064,10101001,GeeBee,²¨Â³¿Ë,2,64,50,0,694.78,744.78,102,0,0,100,0,250,3,5,100,-1,-1,-1,-1,1050,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_64,Sound_Engine_Prop64,0,ÄãÃÃ
10102065,10101001,GeeBee,²¨Â³¿Ë,2,65,50,0,694.78,744.78,102,0,0,102,0,250,3,5,100,-1,-1,-1,-1,1100,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_65,Sound_Engine_Prop65,0,ÄãÃÃ
10102066,10101001,GeeBee,²¨Â³¿Ë,2,66,50,0,698.77,748.77,102,0,0,102,0,250,3,5,100,-1,-1,-1,-1,1100,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_66,Sound_Engine_Prop66,0,ÄãÃÃ
10102067,10101001,GeeBee,²¨Â³¿Ë,2,67,50,0,698.77,748.77,105,0,0,102,0,250,3,5,100,-1,-1,-1,-1,1100,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_67,Sound_Engine_Prop67,0,ÄãÃÃ
10102068,10101001,GeeBee,²¨Â³¿Ë,2,68,50,0,698.77,748.77,105,0,0,105,0,250,3,5,100,-1,-1,-1,-1,1150,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_68,Sound_Engine_Prop68,0,ÄãÃÃ
10102069,10101001,GeeBee,²¨Â³¿Ë,2,69,50,0,702.76,752.76,105,0,0,105,0,250,3,5,100,-1,-1,-1,-1,1150,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_69,Sound_Engine_Prop69,0,ÄãÃÃ
10102070,10101001,GeeBee,²¨Â³¿Ë,2,70,50,0,702.76,752.76,107,0,0,105,0,250,3,5,100,-1,-1,-1,-1,1150,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_70,Sound_Engine_Prop70,0,ÄãÃÃ
10102071,10101001,GeeBee,²¨Â³¿Ë,2,71,50,0,702.76,752.76,107,0,0,107,0,250,3,5,100,-1,-1,-1,-1,1200,-1,0,-1,-1,-1,propeller,GeeBee4,GeeBee,Lightning Shot,PIERCER_LIGHTNING,Template_Piercer_Lightning,z,0.28,Sound_Select_71,Sound_Engine_Prop71,0,ÄãÃÃ
